ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
74	Donno_So	ASH	úndɔ̀	u ⁵ n d ɔ ¹	57	( - ) u ⁵ n d ɔ ¹	7 8 4 1 7 8	XTMBYT	Y6NTU6	6	6.Y.V 6.6.T 6.N.c 6.T.C 6.U.V 6.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
75	Tomo_Kan	ASH	dwɛ́ⁿ	d w ɛ ∼ ⁵	6	d w ɛ ⁵ ( ∼ )	1 6 7 4 8	ACXLT	TWE96	20	20.T.C 20.W.C 20.E.V 20.9.c 20.6.T	1.6 1.2 3.0 1.1 1.0	0
76	Tiranige_Diga	ASH	dwɛ́:	d w ɛː ⁵	6	d w ɛː ⁵ ( - )	1 6 7 8	ACXT	TWE6	17	17.T.C 17.W.C 17.E.V 17.6.T	1.6 1.2 3.0 1.0	0
77	Penange	ASH	dwɛ̀:	d w ɛː ¹	6	d w ɛː ¹ ( - )	1 6 7 8	ACXT	TWE6	13	13.T.C 13.W.C 13.E.V 13.6.T	1.6 1.2 3.0 1.0	0
78	Bangime	ASH	tùɥɛ̀	t u ¹ ɥ ɛ ¹	6	t u ¹ ɥ ɛ ¹ ( - - - - - )	1 7 8 6 7 8	AXTBYT	TY6JE6	1	1.T.C 1.Y.V 1.6.T 1.J.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
79	Bankan_Tey	ASH	dɔ̀yⁿɔ̌yⁿ	d ɔ ¹ j ∼ ɔ ¹⁵ j ∼	5	d ɔ ¹ j ∼ ɔ ¹⁵ ( - j ∼ - - )	1 7 8 6 4 7 8 6 4	AXTMBYTLN	TU6J9U2J9	2	2.T.C 2.U.V 2.6.T 2.J.c 2.9.C 2.U.V 2.2.T 2.J.c 2.9.c	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.1 0.5	0
80	Jamsay	ASH	dɔ̀yⁿɔ́	d ɔ ¹ j ∼ ɔ ⁵	5	d ɔ ¹ j ∼ ɔ ⁵ ( - - - - - )	1 7 8 6 4 7 8	AXTMBYT	TU6J9U6	9	9.T.C 9.U.V 9.6.T 9.J.c 9.9.C 9.U.V 9.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
81	Mombo	ASH	dwɛ̂:	d w ɛː ⁵¹	6	d w ɛː ⁵¹ ( - )	1 6 7 8	ACXT	TWE3	10	10.T.C 10.W.C 10.E.V 10.3.T	1.6 1.2 3.0 1.0	0
82	Toro_Tegu	BACK	tùŋɔ́	t u ¹ ŋ ɔ ⁵	172	t u ¹ ŋ ɔ ⁵	1 7 8 4 7 8	AXTBYT	TY6NU6	21	21.T.C 21.Y.V 21.6.T 21.N.C 21.U.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
83	Ben_Tey	BACK	tùlù-kɛ́lɛ̀	t u ¹ l u ¹ + k ɛ ⁵ l ɛ ¹	172	t u ¹ ?- l u ¹ ( + k ɛ ⁵ l - ɛ ¹ )	1 7 8 5 7 8 9 1 7 8 5 7 8	AXTBYT_AXTBYT	TY6LY6_KE6LE6	3	3.T.C 3.Y.V 3.6.T 3.L.C 3.Y.V 3.6.T 3._._ 3.K.C 3.E.V 3.6.T 3.L.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
84	Bankan_Tey	BACK	tùndú	t u ¹ n d u ⁵	172	t u ¹ n d u ⁵ ( - - - - - - - - )	1 7 8 4 1 7 8	AXTMBYT	TY6NTY6	2	2.T.C 2.Y.V 2.6.T 2.N.c 2.T.C 2.Y.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
85	Nanga	BACK	tùndù-bìrⁿɛ́	t u ¹ n d u ¹ + b i ¹ r̃ ∼ ɛ ⁵	172	t u ¹ n d u ¹ ( + b i ¹ r̃ ∼ ɛ ⁵ )	1 7 8 4 1 7 8 9 1 7 8 5 4 7 8	AXTMBYT_AXTMBYT	TY6NTY6_PI6R9E6	12	12.T.C 12.Y.V 12.6.T 12.N.c 12.T.C 12.Y.V 12.6.T 12._._ 12.P.C 12.I.V 12.6.T 12.R.c 12.9.C 12.E.V 12.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
86	Perge_Tegu	BACK	tùr-kɛ́lɛ́	t u ¹ r + k ɛ ⁵ l ɛ ⁵	172	t u ¹ ?- r ?- ?- ( + k ɛ ⁵ l - ɛ ⁵ )	1 7 8 5 9 1 7 8 5 7 8	AXTN_AXTBYT	TY6R_KE6LE6	14	14.T.C 14.Y.V 14.6.T 14.R.c 14._._ 14.K.C 14.E.V 14.6.T 14.L.C 14.E.V 14.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
87	Gourou	BACK	gùn-kɛ́nɛ́	ɡ u ¹ n + k ɛ ⁵ n ɛ ⁵	8	ɡ u ¹ n ?- ?- ?- ( + k ɛ ⁵ n ɛ ⁵ )	1 7 8 4 9 1 7 8 4 7 8	AXTN_AXTBYT	KY6N_KE6NE6	7	7.K.C 7.Y.V 7.6.T 7.N.c 7._._ 7.K.C 7.E.V 7.6.T 7.N.C 7.E.V 7.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
88	Togo_Kan	BACK	dògò-kɛ́nɛ́	d o ¹ ɡ o ¹ + k ɛ ⁵ n ɛ ⁵	79	d o ¹ ɡ o ¹ ( + k ɛ ⁵ n ɛ ⁵ )	1 7 8 1 7 8 9 1 7 8 4 7 8	AXTBYT_AXTBYT	TU6KU6_KE6NE6	18	18.T.C 18.U.V 18.6.T 18.K.C 18.U.V 18.6.T 18._._ 18.K.C 18.E.V 18.6.T 18.N.C 18.E.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
89	Yorno_So	BACK	ònɔ́	o ¹ n ɔ ⁵	78	o ¹ n ɔ ⁵	7 8 4 7 8	XTBYT	U6NU6	23	23.U.V 23.6.T 23.N.C 23.U.V 23.6.T	3.0 1.0 1.3 3.0 1.0	0
90	Tommo_So	BACK	ònnú	o ¹ n n u ⁵	78	o ¹ n: u ⁵	7 8 4 4 7 8	XTMBYT	U6NNY6	19	19.U.V 19.6.T 19.N.c 19.N.C 19.Y.V 19.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
91	Dogul_Dom	BACK	ǹdɔ́-ŋ́	n ¹ d ɔ ⁵ + ŋ ⁵	192	nd ɔ ¹⁵ ŋ ?- ⁵	4 8 1 7 8 9 4 8	ATBYT_AT	N6TU6_N6	5	5.N.C 5.6.T 5.T.C 5.U.V 5.6.T 5._._ 5.N.C 5.6.T	1.6 1.0 1.3 3.0 1.0 0.0 1.6 1.0	0
92	Tebul_Ure	BACK	kúndú-gó	k u ⁵ n d u ⁵ + ɡ o ⁵	167	k u ⁵ n d u ⁵ ( + ɡ o ⁵ - - - )	1 7 8 4 1 7 8 9 1 7 8	AXTMBYT_AXT	KY6NTY6_KU6	16	16.K.C 16.Y.V 16.6.T 16.N.c 16.T.C 16.Y.V 16.6.T 16._._ 16.K.C 16.U.V 16.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
93	Yanda_Dom	BACK	tùnù	t u ¹ n u ¹	172	t u ¹ n u ¹	1 7 8 4 7 8	AXTBYT	TY6NY6	22	22.T.C 22.Y.V 22.6.T 22.N.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
94	Najamba	BACK	bàndí-ŋgé	b a ¹ n d i ⁵ + ŋ ɡ e ⁵	174	b a ¹ n d i ⁵ ( + ŋ ɡ e ⁵ )	1 7 8 4 1 7 8 9 4 1 7 8	AXTMBYT_ACYT	PA6NTI6_NKE6	11	11.P.C 11.A.V 11.6.T 11.N.c 11.T.C 11.I.V 11.6.T 11._._ 11.N.C 11.K.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	0
95	Bunoge	BACK	pùmbù	p u ¹ m b u ¹	7	p u ¹ m b u ¹	1 7 8 4 1 7 8	AXTMBYT	PY6MPY6	4	4.P.C 4.Y.V 4.6.T 4.M.c 4.P.C 4.Y.V 4.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
96	Donno_So	BACK	ùnnú	u ¹ n n u ⁵	78	u ¹ n: u ⁵	7 8 4 4 7 8	XTMBYT	Y6NNY6	6	6.Y.V 6.6.T 6.N.c 6.N.C 6.Y.V 6.6.T	3.0 1.0 1.1 1.3 3.0 1.0	0
97	Jamsay	BACK	gǔn	ɡ u ¹⁵ n	8	ɡ u ¹⁵ n ?- ?- ?- ( - - - - - - - )	1 7 8 4	AXTN	KY2N	9	9.K.C 9.Y.V 9.2.T 9.N.c	1.6 3.0 1.0 0.5	0
98	Tomo_Kan	BACK	dògòlò	d o ¹ ɡ o ¹ l o ¹	79	d o ¹ ɡ o ¹ ( - l o ¹ - - - )	1 7 8 1 7 8 5 7 8	AXTBYTBYT	TU6KU6LU6	20	20.T.C 20.U.V 20.6.T 20.K.C 20.U.V 20.6.T 20.L.C 20.U.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
99	Tiranige_Diga	BACK	túnú	t u ⁵ n u ⁵	172	t u ⁵ n u ⁵	1 7 8 4 7 8	AXTBYT	TY6NY6	17	17.T.C 17.Y.V 17.6.T 17.N.C 17.Y.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
100	Mombo	BACK	túndú	t u ⁵ n d u ⁵	172	t u ⁵ n d u ⁵ ( - - - - - - - - )	1 7 8 4 1 7 8	AXTMBYT	TY6NTY6	10	10.T.C 10.Y.V 10.6.T 10.N.c 10.T.C 10.Y.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
101	Bangime	BACK	ɡīìⁿ	ɡ ĩː ∼ ³¹	8	ɡ ĩː ³¹ ∼ ?- ?- ?- ( - - - - - - - )	1 7 4 8	AXLT	KI93	1	1.K.C 1.I.V 1.9.c 1.3.T	1.6 3.0 1.1 1.0	0
102	Penange	BACK	túndú	t u ⁵ n d u ⁵	172	t u ⁵ n d u ⁵ ( - - - - - - - - )	1 7 8 4 1 7 8	AXTMBYT	TY6NTY6	13	13.T.C 13.Y.V 13.6.T 13.N.c 13.T.C 13.Y.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
103	Toro_Tegu	BAD	mɔ̀sú	m ɔ ¹ s u ⁵	215	m ɔ ¹ s u ⁵	4 7 8 3 7 8	AXTBYT	MU6SY6	21	21.M.C 21.U.V 21.6.T 21.S.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
104	Ben_Tey	BAD	mɔ̀sú	m ɔ ¹ s u ⁵	215	m ɔ ¹ s u ⁵	4 7 8 3 7 8	AXTBYT	MU6SY6	3	3.M.C 3.U.V 3.6.T 3.S.C 3.Y.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
105	Bankan_Tey	BAD	m̀bɔ̀sú	m ¹ b ɔ ¹ s u ⁵	215	mb ɔ ¹ s u ⁵	4 8 1 7 8 3 7 8	ATBYTBYT	M6PU6SY6	2	2.M.C 2.6.T 2.P.C 2.U.V 2.6.T 2.S.C 2.Y.V 2.6.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
106	Nanga	BAD	mɔ̀sí	m ɔ ¹ s i ⁵	215	m ɔ ¹ s i ⁵	4 7 8 3 7 8	AXTBYT	MU6SI6	12	12.M.C 12.U.V 12.6.T 12.S.C 12.I.V 12.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
107	Jamsay	BAD	mɔ̀ɲú	m ɔ ¹ ɲ u ⁵	215	m ɔ ¹ ɲ u ⁵	4 7 8 4 7 8	AXTBYT	MU6NY6	9	9.M.C 9.U.V 9.6.T 9.N.C 9.Y.V 9.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
108	Yorno_So	BAD	mɔ̀ɲú	m ɔ ¹ ɲ u ⁵	215	m ɔ ¹ ɲ u ⁵	4 7 8 4 7 8	AXTBYT	MU6NY6	23	23.M.C 23.U.V 23.6.T 23.N.C 23.Y.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
109	Tommo_So	BAD	pàdíɛ́	p a ¹ d i ⁵ ɛ ⁵	202	p a ¹ d ( i ⁵ ) ɛ ⁵	1 7 8 1 7 8 7 8	AXTBYTYT	PA6TI6E6	19	19.P.C 19.A.V 19.6.T 19.T.C 19.I.V 19.6.T 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 3.0 1.0	0
110	Dogul_Dom	BAD	sálá	s a ⁵ l a ⁵	201	s a ⁵ l a ⁵	3 7 8 5 7 8	AXTBYT	SA6LA6	5	5.S.C 5.A.V 5.6.T 5.L.C 5.A.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
111	Tebul_Ure	BAD	sàm-gɔ́	s a ¹ m + ɡ ɔ ⁵	200	s a ¹ m ?- ?- ( + ɡ ɔ ⁵ )	3 7 8 4 9 1 7 8	AXTN_AXT	SA6M_KU6	16	16.S.C 16.A.V 16.6.T 16.M.c 16._._ 16.K.C 16.U.V 16.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
112	Yanda_Dom	BAD	gɔ̀mɔ̀	ɡ ɔ ¹ m ɔ ¹	219	ɡ ɔ ¹ m ɔ ¹	1 7 8 4 7 8	AXTBYT	KU6MU6	22	22.K.C 22.U.V 22.6.T 22.M.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
113	Najamba	BAD	nɛ̀:ndɛ́:	n ɛː ¹ n d ɛː ⁵	207	n ɛː ¹ n d ɛː ⁵	4 7 8 4 1 7 8	AXTMBYT	NE6NTE6	11	11.N.C 11.E.V 11.6.T 11.N.c 11.T.C 11.E.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
114	Bunoge	BAD	ɲàmì	ɲ a ¹ m i ¹	200	ɲ a ¹ m i ¹ ( - - - - )	4 7 8 4 7 8	AXTBYT	NA6MI6	4	4.N.C 4.A.V 4.6.T 4.M.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
115	Donno_So	BAD	pà:dɛ̂:	p aː ¹ d ɛː ⁵¹	202	p aː ¹ d ( - - ) ɛː ⁵¹	1 7 8 1 7 8	AXTBYT	PA6TE3	6	6.P.C 6.A.V 6.6.T 6.T.C 6.E.V 6.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
116	Tiranige_Diga	BAD	mɔ́:ná	m ɔː n a ⁵	215	m ɔː ⁵ n a ⁵	4 7 4 7 8	AXBYT	MUNA6	17	17.M.C 17.U.V 17.N.C 17.A.V 17.6.T	1.6 3.0 1.3 3.0 1.0	0
117	Mombo	BAD	yá:lá	j aː ⁵ l a ⁵	201	j aː ⁵ l a ⁵	6 7 8 5 7 8	AXTBYT	JA6LA6	10	10.J.C 10.A.V 10.6.T 10.L.C 10.A.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
118	Penange	BAD	ɲàm	ɲ a ¹ m	200	ɲ a ¹ m ?- ?- ( - - - - )	4 7 8 4	AXTN	NA6M	13	13.N.C 13.A.V 13.6.T 13.M.c	1.6 3.0 1.0 0.5	0
119	Perge_Tegu	BAD	mɔ̀sú	m ɔ ¹ s u ⁵	215	m ɔ ¹ s u ⁵	4 7 8 3 7 8	AXTBYT	MU6SY6	14	14.M.C 14.U.V 14.6.T 14.S.C 14.Y.V 14.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
120	Togo_Kan	BAD	mɔ̀ɲú	m ɔ ¹ ɲ u ⁵	215	m ɔ ¹ ɲ u ⁵	4 7 8 4 7 8	AXTBYT	MU6NY6	18	18.M.C 18.U.V 18.6.T 18.N.C 18.Y.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
121	Bangime	BAD	jáŋɡā	dʒ a ⁵ ŋ ɡ a ³	189	j a ⁵ ŋ ɡ a ³	1 7 8 4 1 7 8	AXTMBYT	TA6NKA6	1	1.T.C 1.A.V 1.6.T 1.N.c 1.K.C 1.A.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
122	Bangime	BARK	kūɥɛ̀	k u ³ ɥ ɛ ¹	238	k u ³ ɥ ɛ ¹	1 7 8 6 7 8	AXTBYT	KY6JE6	1	1.K.C 1.Y.V 1.6.T 1.J.C 1.E.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
123	Toro_Tegu	BARK	kǒw	k o ¹⁵ w	238	( - - - ) k o ¹⁵ ( w )	1 7 8 6	AXTN	KU2W	21	21.K.C 21.U.V 21.2.T 21.W.c	1.6 3.0 1.0 0.5	0
124	Ben_Tey	BARK	kù-kòmbî:	k u ¹ + k o ¹ m b iː ⁵¹	238	( k u ¹ + - - - - - - - ) k o ¹ m b iː ⁵¹ ( - - - )	1 7 8 9 1 7 8 4 1 7 8	AXT_AXTMBYT	KY6_KU6MPI3	3	3.K.C 3.Y.V 3.6.T 3._._ 3.K.C 3.U.V 3.6.T 3.M.c 3.P.C 3.I.V 3.3.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
125	Bankan_Tey	BARK	tùndú	t u ¹ n d u ⁵	245	t u ¹ n d u ⁵	1 7 8 4 1 7 8	AXTMBYT	TY6NTY6	2	2.T.C 2.Y.V 2.6.T 2.N.c 2.T.C 2.Y.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	1
126	Nanga	BARK	tùmà-pô:	t u ¹ m a ¹ + p oː ⁵¹	245	t u ¹ m ?- a ¹ ( + p oː ⁵¹ )	1 7 8 4 7 8 9 1 7 8	AXTBYT_AXT	TY6MA6_PU3	12	12.T.C 12.Y.V 12.6.T 12.M.C 12.A.V 12.6.T 12._._ 12.P.C 12.U.V 12.3.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
127	Perge_Tegu	BARK	gɛ̂:ⁿ	ɡ ɛ̃ː ∼ ⁵¹	241	ɡ ɛ̃ː ⁵¹ ∼	1 7 4 8	AXLT	KE93	14	14.K.C 14.E.V 14.9.c 14.3.T	1.6 3.0 1.1 1.0	0
128	Gourou	BARK	zǎyⁿ	z a ¹⁵ j ∼	241	z a ¹⁵ j ∼	3 7 8 6 4	AXTLN	SA2J9	7	7.S.C 7.A.V 7.2.T 7.J.c 7.9.c	1.6 3.0 1.0 1.1 0.5	0
129	Togo_Kan	BARK	kòkǒ:	k o ¹ k oː ¹⁵	238	( k o ¹ ) k oː ¹⁵ ( - )	1 7 8 1 7 8	AXTBYT	KU6KU2	18	18.K.C 18.U.V 18.6.T 18.K.C 18.U.V 18.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
130	Tommo_So	BARK	jóyⁿ	dʒ o ⁵ j ∼	241	dʒ o ⁵ j ∼	1 7 8 6 4	AXTLN	TU6J9	19	19.T.C 19.U.V 19.6.T 19.J.c 19.9.c	1.6 3.0 1.0 1.1 0.5	0
131	Dogul_Dom	BARK	kìŋìnɔ̀_kɔ̀mùnú	k i ¹ ŋ i ¹ n ɔ ¹ _ k ɔ ¹ m u ¹ n u ⁵	238	( k i ¹ - ŋ i ¹ n ɔ ¹ _ ) k ɔ ¹ m ?- u ¹ ( n u ⁵ )	1 7 8 4 7 8 4 7 8 9 1 7 8 4 7 8 4 7 8	AXTBYTBYT_AXTBYTBYT	KI6NI6NU6_KU6MY6NY6	5	5.K.C 5.I.V 5.6.T 5.N.C 5.I.V 5.6.T 5.N.C 5.U.V 5.6.T 5._._ 5.K.C 5.U.V 5.6.T 5.M.C 5.Y.V 5.6.T 5.N.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
132	Tebul_Ure	BARK	kóbé	k o ⁵ b e ⁵	238	( - - - - - - - - - - - ) k o ⁵ ?- b e ⁵ ( - - - )	1 7 8 1 7 8	AXTBYT	KU6PE6	16	16.K.C 16.U.V 16.6.T 16.P.C 16.E.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
133	Yanda_Dom	BARK	tìmè-sábú	t i ¹ m e ¹ + s a ⁵ b u ⁵	255	( t i ¹ m e ¹ + ) s a ⁵ b u ⁵	1 7 8 4 7 8 9 3 7 8 1 7 8	AXTBYT_AXTBYT	TI6ME6_SA6PY6	22	22.T.C 22.I.V 22.6.T 22.M.C 22.E.V 22.6.T 22._._ 22.S.C 22.A.V 22.6.T 22.P.C 22.Y.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
134	Bunoge	BARK	kòbàlì	k o ¹ b a ¹ l i ¹	238	( - - - - - - - - - - - ) k o ¹ ?- b a ¹ ( l i ¹ )	1 7 8 1 7 8 5 7 8	AXTBYTBYT	KU6PA6LI6	4	4.K.C 4.U.V 4.6.T 4.P.C 4.A.V 4.6.T 4.L.C 4.I.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
135	Donno_So	BARK	kòmbě:	k o ¹ m b eː ¹⁵	238	( - - - - - - - - - - - ) k o ¹ m b eː ¹⁵ ( - - - )	1 7 8 4 1 7 8	AXTMBYT	KU6MPE2	6	6.K.C 6.U.V 6.6.T 6.M.c 6.P.C 6.E.V 6.2.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
136	Jamsay	BARK	jêy	dʒ e ⁵¹ j	241	dʒ e ⁵¹ j	1 7 8 6	AXTN	TE3J	9	9.T.C 9.E.V 9.3.T 9.J.c	1.6 3.0 1.0 0.5	0
137	Tiranige_Diga	BARK	kóy	k o ⁵ j	238	( - - - ) k o ⁵ ( j )	1 7 8 6	AXTN	KU6J	17	17.K.C 17.U.V 17.6.T 17.J.c	1.6 3.0 1.0 0.5	0
138	Mombo	BARK	kòmbòlí	k o ¹ m b o ¹ l i ⁵	238	( - - - - - - - - - - - ) k o ¹ m b o ¹ ( l i ⁵ )	1 7 8 4 1 7 8 5 7 8	AXTMBYTBYT	KU6MPU6LI6	10	10.K.C 10.U.V 10.6.T 10.M.c 10.P.C 10.U.V 10.6.T 10.L.C 10.I.V 10.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	0
139	Penange	BARK	témbú	t e ⁵ m b u ⁵	245	t e ⁵ m b u ⁵ ( - - - - )	1 7 8 4 1 7 8	AXTMBYT	TE6MPY6	13	13.T.C 13.E.V 13.6.T 13.M.c 13.P.C 13.Y.V 13.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
140	Tomo_Kan	BARK	kú	k u ⁵	238	( - - - ) k u ⁵ ( - )	1 7 8	AXT	KY6	20	20.K.C 20.Y.V 20.6.T	1.6 3.0 1.0	0
141	Bangime	BEGIN	tììn-dà	t iː ¹ n + d a ¹	358	t iː ¹ n ( + ) d a ¹	1 7 8 4 9 1 7 8	AXTN_AXT	TI6N_TA6	1	1.T.C 1.I.V 1.6.T 1.N.c 1._._ 1.T.C 1.A.V 1.6.T	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0	0
142	Toro_Tegu	BEGIN	dɛ̀wrú	d ɛ ¹ w r u ⁵	354	d ɛ ¹ w ( - ) r u ⁵	1 7 8 6 5 7 8	AXTMBYT	TE6WRY6	21	21.T.C 21.E.V 21.6.T 21.W.c 21.R.C 21.Y.V 21.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
143	Ben_Tey	BEGIN	túmdí	t u ⁵ m d i ⁵	358	t u ⁵ m ( + ) d i ⁵	1 7 8 4 1 7 8	AXTMBYT	TY6MTI6	3	3.T.C 3.Y.V 3.6.T 3.M.c 3.T.C 3.I.V 3.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
144	Bankan_Tey	BEGIN	túmbí-rí	t u ⁵ m b i ⁵ + r i ⁵	358	t u ⁵ m b i ⁵ ( + r i ⁵ )	1 7 8 4 1 7 8 9 5 7 8	AXTMBYT_AXT	TY6MPI6_RI6	2	2.T.C 2.Y.V 2.6.T 2.M.c 2.P.C 2.I.V 2.6.T 2._._ 2.R.C 2.I.V 2.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
145	Nanga	BEGIN	tɔ́rɔ́	n u ⁵ j ∼	10	n u ⁵ ( j ∼ )	4 7 8 6 4	AXTLN	NY6J9	12	12.N.C 12.Y.V 12.6.T 12.J.c 12.9.c	1.6 3.0 1.0 1.1 0.5	0
146	Gourou	BEGIN	túmnó	t u ⁵ m n o ⁵	358	t u ⁵ m ( + ) n o ⁵	1 7 8 4 4 7 8	AXTMBYT	TY6MNU6	7	7.T.C 7.Y.V 7.6.T 7.M.c 7.N.C 7.U.V 7.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
147	Yorno_So	BEGIN	tɔ́lɔ́	t ɔ ⁵ l ɔ ⁵	11	t ɔ ⁵ l ɔ ⁵	1 7 8 5 7 8	AXTBYT	TU6LU6	23	23.T.C 23.U.V 23.6.T 23.L.C 23.U.V 23.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
148	Tommo_So	BEGIN	tɔ́lɔ́	t ɔ ⁵ l ɔ ⁵	11	t ɔ ⁵ l ɔ ⁵	1 7 8 5 7 8	AXTBYT	TU6LU6	19	19.T.C 19.U.V 19.6.T 19.L.C 19.U.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
149	Dogul_Dom	BEGIN	tɔ́lɛ̀	t ɔ ⁵ l ɛ ¹	11	t ɔ ⁵ l ɛ ¹	1 7 8 5 7 8	AXTBYT	TU6LE6	5	5.T.C 5.U.V 5.6.T 5.L.C 5.E.V 5.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
150	Tebul_Ure	BEGIN	tɔ́:	t ɔː	11	t ɔː ⁵ ( - - )	1 7	AX	TU	16	16.T.C 16.U.V	2.0 1.5	0
151	Najamba	BEGIN	jàŋgí	dʒ a ¹ ŋ ɡ i ⁵	346	dʒ a ¹ ŋ ɡ i ⁵	1 7 8 4 1 7 8	AXTMBYT	TA6NKI6	11	11.T.C 11.A.V 11.6.T 11.N.c 11.K.C 11.I.V 11.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
152	Bunoge	BEGIN	dɔ́gúlɛ̀	d ɔ ⁵ ɡ u ⁵ l ɛ ¹	346	d ɔ ⁵ ɡ u ⁵ ( - l ɛ ¹ )	1 7 8 1 7 8 5 7 8	AXTBYTBYT	TU6KY6LE6	4	4.T.C 4.U.V 4.6.T 4.K.C 4.Y.V 4.6.T 4.L.C 4.E.V 4.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
153	Mombo	BEGIN	dɔ́gɛ́	d ɔ ⁵ ɡ ɛ ⁵	346	d ɔ ⁵ ɡ ɛ ⁵ ( - - - - )	1 7 8 1 7 8	AXTBYT	TU6KE6	10	10.T.C 10.U.V 10.6.T 10.K.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
